종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"245350","TIGER 유로스탁스배당30","18865","30","0.16","18753.27","18805","18875","18615","5733","107755232","30184000000","30005236317","1600000","Euro STOXX Select Dividend 30","2226.46","5.99","0.27"
"091220","TIGER 은행","13370","20","0.15","13387.99","13345","13570","13290","45247","605986985","15776600000","15797833737","1180000","KRX 은행","1320.68","-1.15","-0.09"
"466940","TIGER 은행고배당플러스TOP10","21445","50","0.23","21455.21","21390","21715","21285","726632","15598007641","662650500000","662965996651","30900000","FnGuide 은행고배당플러스TOP10 지수(시장가격 지수)","1982.82","-1.68","-0.08"
"307510","TIGER 의료기기","18440","40","0.22","18542.52","18425","18520","18335","5832","107386121","9220000000","9271258083","500000","FnGuide 의료기기 지수","1921.64","15.17","0.80"
"225060","TIGER 이머징마켓MSCI레버리지(합성 H)","13075","-65","-0.49","13169.98","13235","13235","12850","466","6029500","13859500000","13960176140","1060000","MSCI EM Index","1478.25","-1.14","-0.08"
"453870","TIGER 인도니프티50","14000","-100","-0.71","14017.72","14085","14085","13950","149878","2097304044","453600000000","451370487549","32400000","Nifty 50 Index","25665.60","0.00","0.00"
"236350","TIGER 인도니프티50레버리지(합성)","42300","-835","-1.94","42620.55","43095","43095","42300","1867","79334525","27072000000","27277151689","640000","Nifty 50 Index","25665.60","0.00","0.00"
"479730","TIGER 인도빌리언컨슈머","11370","-20","-0.18","11361.27","11370","11375","11130","18086","204361483","130755000000","129518429212","11500000","Mirae Asset India Billion Consumer 지수(PR)","4547.28","0.00","0.00"
"123310","TIGER 인버스","2355","-45","-1.88","2361.24","2410","2415","2355","1187870","2830690443","41683500000","42502404484","17700000","코스피 200 선물지수","3436.30","58.58","1.73"
"365000","TIGER 인터넷TOP10","4695","-105","-2.19","4710.21","4750","4795","4680","697673","3311037288","76528500000","76540967241","16300000","KRX 인터넷 TOP 10 지수","1179.20","-23.22","-1.93"
"195920","TIGER 일본TOPIX(합성 H)","31325","40","0.13","31298.82","31265","31590","31130","546","17142635","15662500000","15649411923","500000","TOPIX","3668.98","24.82","0.68"
"241180","TIGER 일본니케이225","30395","-70","-0.23","30234.28","30465","30530","29815","69900","2118048661","372642700000","370672318894","12260000","Nikkei 225","54110.50","-230.73","-0.42"
"465660","TIGER 일본반도체FACTSET","19895","335","1.71","19623.46","19560","20000","19070","27964","542914294","16910750000","16679937249","850000","FactSet Japan Semiconductor Index(PR)","5931.96","7.17","0.12"
"292560","TIGER 일본엔선물","8595","0","0.00","8597.75","8590","8605","8575","59943","515060168","66181500000","64483098492","7700000","엔선물지수","478.72","0.52","0.11"
"494670","TIGER 조선TOP10","31270","995","3.29","31411.82","30620","31565","30475","1764216","55088140360","1094450000000","1086849018919","35000000","iSelect 조선TOP10 Index(PR)","4868.57","180.29","3.85"
"451540","TIGER 종합채권(AA-이상)액티브","54890","-225","-0.41","54898.17","55195","55225","54865","18434","1014057125","1023588720000","1022972445683","18648000","KIS 종합채권 AA-이상 총수익 지수(Total return Index)","118.79","-0.41","-0.34"
"150460","TIGER 중국소비테마","7390","5","0.07","7406.38","7430","7440","7355","31496","232765657","75378000000","75100654998","10200000","FnGuide 중국내수테마 지수","3796.20","0.12","0.00"
"302190","TIGER 중장기국채","50890","-230","-0.45","50907.63","51180","51225","50885","24429","1245908935","317553600000","317663624908","6240000","KIS 국채 3-10년 지수(시장가격지수)","10294.32","-41.03","-0.40"
"157500","TIGER 증권","11880","295","2.55","11888.72","11640","12070","11590","1216617","14414869335","177487200000","177617418904","14940000","FnGuide 증권 지수","5864.85","142.00","2.48"
"307520","TIGER 지주회사","18060","250","1.40","18100.84","17970","18140","17830","1061944","19088712365","298893000000","294138609565","16550000","FnGuide 지주회사 지수","2679.81","41.08","1.56"
"0067Y0","TIGER 차이나AI소프트웨어","15040","-325","-2.12","15317.06","15470","15530","15010","54225","824349658","30080000000","28336559332","2000000","Mirae Asset China AI Software 지수 (Price Return, HKD)","1182.90","-8.16","-0.69"
"192090","TIGER 차이나CSI300","13170","-60","-0.45","13140.38","13170","13220","13085","111697","1467529454","206769000000","201704832108","15700000","CSI 300 Index","4751.43","9.50","0.20"
"204480","TIGER 차이나CSI300레버리지(합성)","29275","-420","-1.41","29751.11","29500","29615","29000","8789","257774657","121784000000","121384538306","4160000","CSI 300 Index","4751.43","9.50","0.20"
"217780","TIGER 차이나CSI300인버스(합성)","5360","35","0.66","5424.78","5330","5370","5290","3090","16417395","8576000000","8408405386","1600000","CSI 300 Index","4751.43","9.50","0.20"
"245360","TIGER 차이나HSCEI","14445","-125","-0.86","14507.87","14430","14865","14325","31083","448433885","48390750000","47875957531","3350000","Hang Seng China H","9266.86","-48.70","-0.52"
"414780","TIGER 차이나과창판STAR50(합성)","12810","-260","-1.99","13081.02","13100","13105","12695","359144","4612664710","212005500000","213220638080","16550000","STAR 50 Index(Price Return)","1493.95","-6.96","-0.46"
"0067V0","TIGER 차이나글로벌리더스TOP3+","11895","-90","-0.75","12266.70","11985","12095","11895","18509","220806703","64233000000","66240183591","5400000","Solactive-KEDI 차이나글로벌리더스TOP3플러스 지수 (Price Return, CNH)","2558.30","-14.23","-0.55"
"371470","TIGER 차이나바이오테크SOLACTIVE","9445","-60","-0.63","9593.90","9505","9580","9395","114717","1087117474","75560000000","74448628549","8000000","Solactive China Biotech Index(PR)","1890.57","-19.90","-1.04"
"396520","TIGER 차이나반도체FACTSET","11170","55","0.49","11023.02","11110","11260","10850","485936","5407920555","172464800000","170195500403","15440000","FactSet China Semiconductor 지수(PR)","253.14","4.57","1.84"
"371460","TIGER 차이나전기차SOLACTIVE","13010","-25","-0.19","12966.50","12990","13185","12915","773024","10100500599","1604393200000","1577763194241","123320000","Solactive China Electric Vehicle and Battery Index(PR)","2555.13","23.36","0.92"
"456680","TIGER 차이나전기차레버리지(합성)","10480","125","1.21","10397.96","10255","10670","10255","9566","99999045","74722400000","74137471916","7130000","Solactive China Electric Vehicle and Battery Index(PR)","2555.13","23.36","0.92"
"396510","TIGER 차이나클린에너지SOLACTIVE","8470","-25","-0.29","8587.14","8500","8505","8370","8719","73598358","21344400000","21639602809","2520000","Solactive China Clean Energy 지수(PR)","2106.49","11.95","0.57"
"0047A0","TIGER 차이나테크TOP10","12710","-95","-0.74","12845.18","12805","12850","12660","572896","7298946498","312666000000","312137898509","24600000","Mirae Asset China Tech Top 10 지수 (Price Return)","4040.30","-14.50","-0.36"
"117690","TIGER 차이나항셍30","23260","-310","-1.32","23493.11","23570","23570","23200","7944","185466014","13956000000","14095865363","600000","Hang Seng China (Hong Kong-listed) 30 Index","9884.43","-41.52","-0.42"
"371160","TIGER 차이나항셍테크","9440","-175","-1.82","9598.49","9495","9582","9405","1298796","12309510527","1146960000000","1152778165456","121500000","Hang Seng TECH Index","5828.35","-79.91","-1.35"
"438320","TIGER 차이나항셍테크레버리지(합성 H)","9255","-280","-2.94","9595.76","9400","9525","9180","79193","739169282","37390200000","38766876214","4040000","Hang Seng TECH Index","5828.35","-79.91","-1.35"
"0053L0","TIGER 차이나휴머노이드로봇","14250","-85","-0.59","14237.55","14315","14420","14165","1545245","22047652075","467400000000","466279804767","32800000","Mirae Asset China Humanoid Robot 지수(PR)","3398.41","23.71","0.70"
"0117V0","TIGER 코리아AI전력기기TOP3플러스","14105","-25","-0.18","14116.27","14250","14680","13955","3224335","46019644032","406224000000","407960116284","28800000","KEDI 코리아AI전력기기TOP3플러스 지수","20641.60","-31.56","-0.15"
"292150","TIGER 코리아TOP10","24865","365","1.49","24848.40","24380","24865","24275","1499242","36878510678","1560278750000","1562964439030","62750000","FnGuide TOP10 지수","8746.04","124.16","1.44"
"0052D0","TIGER 코리아배당다우존스","13715","130","0.96","13751.63","13585","13730","13570","361417","4938963744","451223500000","452428728563","32900000","Dow Jones Korea Dividend 30 지수 (Price Return)","1850.56","16.64","0.91"
"0104P0","TIGER 코리아배당다우존스위클리커버드콜","10400","50","0.48","10431.56","10350","10420","10330","25950","269203065","34320000000","34424154936","3300000","KRX 다우존스 코리아 배당 30 타겟 7% 위클리 커버드콜 지수","2446.22","19.99","0.82"
"496080","TIGER 코리아밸류업","20365","190","0.94","20473.13","20160","20450","20100","413126","8363830390","185321500000","187329147627","9100000","코리아 밸류업 지수","2076.32","28.18","1.38"
"0091P0","TIGER 코리아원자력","12710","185","1.48","12725.32","12560","12710","12370","1935813","24228813237","261190500000","260232693684","20550000","iSelect 코리아 원자력 지수 (Price Return)","2767.64","33.09","1.21"
"471780","TIGER 코리아테크액티브","19150","180","0.95","19178.86","18785","19150","18765","37381","707320704","34278500000","33179432484","1790000","KRX 정보기술","2965.51","48.42","1.66"
"0148J0","TIGER 코리아휴머노이드로봇산업","11620","850","7.89","11593.58","10750","11620","10630","12488463","140567041673","168490000000","176802093917","14500000","KEDI 코리아 휴머노이드로봇산업 지수 (PR)","7571.07","533.97","7.59"
"232080","TIGER 코스닥150","16140","125","0.78","16171.78","15985","16145","15920","1530493","24625525854","381549600000","378743012202","23640000","코스닥 150","1588.79","12.59","0.80"
"233160","TIGER 코스닥150 레버리지","13385","210","1.59","13409.32","13140","13390","13015","262286","3474654519","86333250000","86490136028","6450000","코스닥 150","1588.79","12.59","0.80"
"261060","TIGER 코스닥150IT","17540","45","0.26","17567.36","17310","17540","17150","8140","141440807","6665200000","6324250328","380000","코스닥 150 정보기술","897.80","4.72","0.53"
"261070","TIGER 코스닥150바이오테크","17825","40","0.22","17876.79","17940","18050","17760","95357","1702918221","61318000000","61496162445","3440000","코스닥 150 헬스케어","6202.04","14.99","0.24"
"250780","TIGER 코스닥150선물인버스","2885","-35","-1.20","2893.51","2935","2935","2885","361267","1052742702","16300250000","16348311872","5650000","F-코스닥150 지수","1836.13","17.36","0.95"
"461580","TIGER 코스닥글로벌","15550","-25","-0.16","15629.76","15660","15660","15465","2534","39396745","5442500000","5470414913","350000","코스닥 글로벌 지수","1967.75","2.96","0.15"
"277630","TIGER 코스피","49945","800","1.63","49987.54","49145","49945","49005","103842","5128256423","322145250000","322419625580","6450000","코스피","4797.55","74.45","1.58"
"210780","TIGER 코스피고배당","21320","185","0.88","21388.09","21215","21405","21135","23278","495208303","68437200000","68655782091","3210000","코스피 고배당 50","4250.67","39.90","0.95"
"277640","TIGER 코스피대형주","25410","485","1.95","25350.44","24925","25410","24880","27906","699945007","29221500000","29153006523","1150000","코스피 대형주","5052.28","80.83","1.63"
"277650","TIGER 코스피중형주","19970","110","0.55","20097.39","19885","20005","19865","864","17220515","3994000000","4019477190","200000","코스피 중형주","3910.92","47.48","1.23"
"376410","TIGER 탄소효율그린뉴딜","16365","260","1.61","16412.44","16100","16390","16100","5182","84299380","16365000000","16412440278","1000000","KRX/S&P 탄소효율 그린뉴딜지수","2762.89","42.96","1.58"
"447770","TIGER 테슬라채권혼합Fn","15095","-115","-0.76","15098.47","15190","15190","15090","683144","10326998250","681539250000","682451025427","45150000","FnGuide 테슬라채권혼합 지수","3833.46","-37.20","-0.96"
"0060H0","TIGER 토탈월드스탁액티브","12345","-45","-0.36","12305.52","12385","12385","12270","178596","2199196597","365412000000","364243432884","29600000","FTSE Global All Cap Index(PR)","1149.47","2.64","0.23"
"387280","TIGER 퓨처모빌리티액티브","10810","400","3.84","10797.81","10350","10810","10350","37893","401865879","18052700000","16088742929","1670000","FnGuide 퓨처모빌리티 지수","2678.41","66.08","2.53"
"449690","TIGER 한중반도체(합성)","31130","-85","-0.27","31227.22","31215","31215","30900","516","15957075","23347500000","23420417970","750000","KRX CSI 한·중 반도체지수","7679.14","57.14","0.75"
"449680","TIGER 한중전기차(합성)","12195","275","2.31","12012.94","12070","12195","12070","113","1374340","10365750000","10210996375","850000","KRX CSI 한·중 전기차지수","5271.71","95.99","1.85"
"143860","TIGER 헬스케어","49825","175","0.35","49758.83","49700","49967","49425","114089","5665791482","228198500000","227895450141","4580000","KRX 헬스케어","5054.54","23.69","0.47"
"138540","TIGER 현대차그룹+펀더멘털","54300","1600","3.04","54212.49","52585","54300","52090","1007670","53781825625","210684000000","243956184084","3880000","MKF 현대차그룹+ FW","63982.36","1990.84","3.21"
"228790","TIGER 화장품","3350","-15","-0.45","3353.67","3355","3385","3325","3624571","12143853997","365820000000","368131919772","109200000","WISE 화장품 지수","3380.64","-12.21","-0.36"
"441800","TIMEFOLIO Korea플러스배당액티브","21900","345","1.60","21876.19","21515","21900","21470","323985","7025259274","323682000000","325517636125","14780000","코스피 200","696.39","10.63","1.55"
"463050","TIMEFOLIO K바이오액티브","19200","65","0.34","19223.48","19155","19320","19045","1024980","19657437478","507840000000","513266870456","26450000","KRX 헬스케어","5054.54","23.69","0.47"
"404120","TIMEFOLIO K신재생에너지액티브","20400","410","2.05","20441.96","19995","20420","19645","6908","138591865","12240000000","12265178945","600000","KRX 기후변화 솔루션지수","3618.52","123.95","3.55"
