종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"464470","PLUS 미국채30년액티브","54465","110","0.20","54426.43","54355","54590","54355","15494","844325714","54138210000","54099872103","994000","ICE U.S. Treasury 20+ Year Bond Index(Total Return)","96.72","-0.01","-0.01"
"461900","PLUS 미국테크TOP10","22120","-420","-1.86","22067.50","22530","22530","21900","9699","213983937","17696000000","17653998724","800000","iSelect 미국 Tech 10 지수","7113.89","23.38","0.33"
"461910","PLUS 미국테크TOP10레버리지(합성)","37725","-1470","-3.75","37618.15","38890","39170","37470","3378","127263651","18862500000","18809073014","500000","iSelect 미국 Tech 10 지수","7113.89","23.38","0.33"
"195970","PLUS 선진국MSCI(합성 H)","15405","30","0.20","15410.61","15445","15485","15360","14823","228464932","23107500000","23115913723","1500000","MSCI EAFE Index","2994.30","3.45","0.12"
"238670","PLUS 스마트베타Quality채권혼합","12455","-85","-0.68","12527.97","12570","12580","12450","2575","32363945","3736500000","3758389781","300000","WISE-KAP 스마트베타 Quality 채권혼합지수","1521.26","1.96","0.13"
"195980","PLUS 신흥국MSCI(합성 H)","13010","25","0.19","13222.74","13015","13115","12930","24802","322522119","90549600000","92030242062","6960000","MSCI EM Index","1478.25","-1.14","-0.08"
"256450","PLUS 심천차이넥스트(합성)","15160","-20","-0.13","15361.46","15180","15225","15010","1030","15516150","7580000000","7680731981","500000","SZSE ChiNext Price Index","3367.92","18.78","0.56"
"447660","PLUS 애플채권혼합","13105","-80","-0.61","13131.17","13580","13580","12930","6598","86522949","17691750000","17070524147","1350000","FnGuide 애플채권혼합 지수","2380.57","-10.14","-0.42"
"239660","PLUS 우량회사채50","120320","-45","-0.04","120309.47","120405","120425","120290","1204","144919580","16844800000","16843325886","140000","KOBI HALF CREDIT Index(총수익)","12545.93","-5.86","-0.05"
"421320","PLUS 우주항공&UAM","37055","730","2.01","37086.90","36930","37790","36145","734239","27067522743","148220000000","152056272017","4000000","iSelect 우주항공UAM 지수","4179.52","93.08","2.28"
"464920","PLUS 일본반도체소부장","20830","70","0.34","20751.34","20760","20830","20035","30256","618407005","14581000000","14525936417","700000","Solactive Japan Semiconductor Materials and Equipment Index PR","5712.75","-11.90","-0.21"
"489000","PLUS 일본엔화초단기국채(합성)","9800","-10","-0.10","9798.75","9785","9825","9775","92620","908498825","21560000000","21557246587","2200000","KAP 일본 단기 국채 지수(총수익)","99.66","0.01","0.01"
"0098N0","PLUS 자사주매입고배당주","11140","100","0.91","11173.46","11040","11160","11040","280823","3124030148","95804000000","96091719826","8600000","FnGuide 고배당주 플러스 자사주 지수 (PR)","3003.98","27.38","0.92"
"451000","PLUS 종합채권(AA-이상)액티브","111420","-590","-0.53","111558.05","111615","111615","111370","929","103631445","499050180000","499668492872","4479000","KAP 종합채권지수(AA-이상, 총수익)","118.64","-0.41","-0.34"
"280920","PLUS 주도업종","18905","200","1.07","18972.60","18705","18920","18705","1329","25021130","10397750000","8537672139","550000","FnGuide 주도업종 지수","2880.62","32.61","1.15"
"266550","PLUS 중형주저변동50","15710","195","1.26","15670.33","15670","15710","15572","83","1298825","3927500000","3917582678","250000","FnGuide 중형주저변동50지수","3085.39","16.01","0.52"
"0047N0","PLUS 차이나AI테크TOP10","12150","-90","-0.74","12261.82","12225","12380","12110","29095","356188475","14580000000","14714181809","1200000","Solactive China AI Tech Top10 Index(PR)","2483.25","-8.92","-0.36"
"0128D0","PLUS 차이나항셍테크위클리타겟커버드콜","9780","-170","-1.71","9938.98","9990","9990","9730","7579","74247045","7335000000","7454234763","750000","HSTECH 15% Target Premium Weekly Covered Call Index","4004.13","-43.52","-1.08"
"495040","PLUS 코리아밸류업","20300","220","1.10","20314.77","20010","20300","19920","3702","74431800","49735000000","49771198480","2450000","코리아 밸류업 지수","2076.32","28.18","1.38"
"301400","PLUS 코스닥150","15940","150","0.95","16010.93","15835","15940","15745","3915","61992075","6376000000","6404373627","400000","코스닥 150","1588.79","12.59","0.80"
"301410","PLUS 코스닥150선물인버스","4350","-20","-0.46","4338.68","4370","4380","4350","226","988740","1087500000","1084669886","250000","F-코스닥150 지수","1836.13","17.36","0.95"
"227830","PLUS 코스피","49635","555","1.13","49734.66","48970","49650","48970","383","18853995","12408750000","12433665276","250000","코스피","4797.55","74.45","1.58"
"122090","PLUS 코스피50","50440","660","1.33","50588.00","49715","50535","49495","20045","1001768221","51448800000","51599757207","1020000","코스피 50","5054.10","75.11","1.51"
"328370","PLUS 코스피TR","26670","335","1.27","26734.96","26310","26700","26125","315","8331710","104013000000","101592834187","3900000","코스피 TR","6244.47","96.90","1.58"
"457990","PLUS 태양광&ESS","23055","190","0.83","23154.68","22865","23120","22700","72451","1658788696","33429750000","33574280742","1450000","FnGuide 태양광 & ESS 지수","6031.24","67.14","1.13"
"0132K0","PLUS 테슬라위클리커버드콜채권혼합","9730","-85","-0.87","9742.19","9800","9800","9730","359919","3508715017","51082500000","51146487076","5250000","Akros 테슬라 위클리 커버드콜 채권혼합 지수","2854.05","-18.02","-0.63"
"0000J0","PLUS 한화그룹주","33905","1425","4.39","33893.80","33320","34010","33160","924413","31035368833","186477500000","191499964758","5500000","FnGuide 한화그룹주 지수","7081.32","292.15","4.30"
"148020","RISE 200","70630","1195","1.72","70634.06","69280","70630","69110","2131833","149182586738","2570932000000","2631118765106","36400000","코스피 200","696.39","10.63","1.55"
"361580","RISE 200TR","39520","635","1.63","39549.41","38690","39520","38690","136194","5321088210","395200000000","395494144068","10000000","코스피 200 TR","916.56","13.99","1.55"
"290080","RISE 200고배당커버드콜ATM","8160","-60","-0.73","8236.80","8220","8220","7690","41817","341340053","15912000000","16061755766","1950000","코스피 200 고배당커버드콜 ATM 지수(시장가격지수)","1125.92","-4.51","-0.40"
"284980","RISE 200금융","17445","-5","-0.03","17494.16","17465","17675","17340","19416","339847745","16398300000","16094624189","940000","코스피 200 금융","1329.45","2.51","0.19"
"252400","RISE 200선물레버리지","57420","1805","3.25","57554.05","55060","57495","55060","5642","316660275","57420000000","57554050525","1000000","코스피 200 선물지수","3436.30","58.58","1.73"
"252410","RISE 200선물인버스","2720","-40","-1.45","2714.18","2770","2770","2720","35352","96968070","2448000000","2171342837","900000","코스피 200 선물지수","3436.30","58.58","1.73"
"252420","RISE 200선물인버스2X","464","-18","-3.73","464.35","487","487","464","471320","223492291","7192000000","7197354042","15500000","코스피 200 선물지수","3436.30","58.58","1.73"
"475720","RISE 200위클리커버드콜","11820","115","0.98","11788.28","11705","11820","11695","1015477","11928978349","700335000000","698455540477","59250000","코스피 200 위클리 커버드콜 ATM 지수","1458.48","1.34","0.09"
"0122W0","RISE 26-11 회사채(AA-이상)액티브","50155","-10","-0.02","50147.72","50165","50175","50155","2821","141526750","192695510000","192667532029","3842000","KAP 26-11 회사채(AA-이상) 총수익지수","110.97","0.00","0.00"
"465330","RISE 2차전지TOP10","10585","220","2.12","10574.03","10460","10600","10330","263742","2758753358","62716125000","60800689722","5925000","iSelect 2차전지 TOP10 지수(PR)","2325.27","41.40","1.81"
"465350","RISE 2차전지TOP10인버스(합성)","23705","-430","-1.78","23728.40","24005","24240","23615","145823","3493716497","68744500000","68812357641","2900000","iSelect 2차전지 TOP10 지수(PR)","2325.27","41.40","1.81"
"422420","RISE 2차전지액티브","7130","100","1.42","7151.47","7045","7145","6990","346936","2459055134","220174400000","219121071009","30880000","iSelect 2차전지 지수 (시장가격지수)","4526.89","81.21","1.83"
"105780","RISE 5대그룹주","11280","135","1.21","11283.29","11095","11280","11030","31488","351999827","22560000000","22566584622","2000000","MKF 5대그룹주","11189.85","165.69","1.50"
"469070","RISE AI&로봇","15445","1000","6.92","15426.15","14445","15452","14345","3389622","50964668951","331295250000","329348336017","21450000","iSelect AI&로봇 지수(시장가격)","3477.92","215.30","6.60"
"0093A0","RISE AI반도체TOP10","19240","240","1.26","19548.75","18880","19240","18620","109700","2079661466","46176000000","47894440682","2400000","FnGuide AI반도체TOP10 지수","3710.19","16.83","0.46"
"0101N0","RISE AI전력인프라","13915","-5","-0.04","13893.84","13985","14110","13765","527785","7337953342","64704750000","65301071298","4650000","KRX-Akros AI 전력인프라 지수","8141.18","-26.77","-0.33"
"427120","RISE AI플랫폼","7150","-15","-0.21","7187.37","7200","7200","7110","22559","161049992","6435000000","6324888541","900000","FnGuide AI 플랫폼 지수","1046.12","-1.20","-0.11"
"477080","RISE CD금리액티브(합성)","105620","20","0.02","105598.49","105615","105625","105615","8664","915116763","1261419660000","1260001186475","11943000","FnGuide CD금리투자 지수(총수익)","1447.98","0.10","0.01"
"290130","RISE ESG사회책임투자","27610","260","0.95","27640.27","27170","27620","27060","138137","3776364170","118723000000","121617190592","4300000","KRX ESG 사회책임경영지수(S)","4427.21","55.84","1.28"
"326240","RISE IT플러스","27300","195","0.72","27303.37","26890","27385","26800","44995","1219168260","85176000000","83548312258","3120000","FnGuide IT플러스 지수","3900.94","36.10","0.93"
"385560","RISE KIS국고채30년Enhanced","69560","-1045","-1.48","69634.26","70855","71100","69510","117777","8255211403","550915200000","554288699452","7920000","KIS 국고채30년Enhanced지수(시장가격)","6214.35","-78.05","-1.24"
"479520","RISE KOFR금리액티브(합성)","104665","10","0.01","104655.14","104660","104670","104660","2728","285528338","680636495000","681514286782","6503000","KOFR 지수","1177.99","0.08","0.01"
"270800","RISE KQ고배당","13955","-75","-0.53","13974.03","14020","14020","13830","1082","15024625","7675250000","7685716559","550000","FnGuide KQ고배당포커스 지수","6934.70","-9.55","-0.14"
"292050","RISE KRX300","32745","460","1.42","32831.82","32245","32785","32165","764","24735945","11460750000","11491138404","350000","KRX 300","3118.62","45.73","1.49"
"388280","RISE K엔터&여행레저","7775","25","0.32","7767.37","7735","7810","7735","26731","207441560","34521000000","34487116822","4440000","FnGuide K엔터&여행레저 지수","725.62","3.39","0.47"
"442550","RISE TDF2030액티브","14230","-45","-0.32","14196.94","14250","14250","14155","6375","90656125","12095500000","12067398710","850000","iSelect 전략적자산배분 TDF 2030 지수","1951.73","-4.48","-0.23"
"442560","RISE TDF2040액티브","15395","-70","-0.45","15374.07","15450","15450","15365","18258","280877535","19243750000","19217586405","1250000","iSelect 전략적자산배분 TDF 2040 지수","2246.40","-4.72","-0.21"
"442570","RISE TDF2050액티브","16165","-55","-0.34","16130.30","16220","16220","16055","134224","2164670473","92140500000","93555716842","5700000","iSelect 전략적자산배분 TDF 2050 지수","2404.37","-4.80","-0.20"
"234310","RISE V&S셀렉트밸류","22485","220","0.99","22581.50","22265","22485","22220","265","5937080","11242500000","11290747626","500000","FnGuide 셀렉트 밸류 지수","4495.04","61.16","1.38"
"241390","RISE V&S셀렉트밸류채권혼합","14450","90","0.63","14405.62","14360","14520","14325","30346","439034440","17340000000","17286749497","1200000","FnGuide 셀렉트벨류 채권혼합지수","2473.14","10.40","0.42"
"300640","RISE 게임테마","7715","-50","-0.64","7692.48","7805","7805","7635","50067","385749337","32017250000","31923789124","4150000","WISE 게임 테마 지수 (시장가격지수)","3698.15","-53.11","-1.42"
"266160","RISE 고배당","23655","490","2.12","23645.91","23035","23655","23035","108656","2537677028","127737000000","127687939356","5400000","FnGuide 고배당포커스 지수","16604.21","285.87","1.75"
"481430","RISE 국고채10년액티브","101860","-590","-0.58","101852.78","102745","102845","101850","584","59637926","146983980000","146973554826","1443000","KAP 국고채 10년 지수(총수익)","111.23","-0.69","-0.62"
"114100","RISE 국고채3년","107890","-295","-0.27","107930.43","108200","108240","107810","1597","172442920","141120120000","141173002580","1308000","KTB INDEX(시장가격)","10283.94","-21.76","-0.21"
"282000","RISE 국고채3년선물인버스","112450","255","0.23","112445.95","112100","112450","112100","176005","19794929815","31373550000","31372420798","279000","국채선물지수","1217.92","-2.90","-0.24"
"451670","RISE 국채30년레버리지(합성)","19520","-370","-1.86","19531.56","20130","20130","19387","3123","61652425","9760000000","9765777804","500000","KAP 국채30년 TR 지수(총수익)","93.21","-0.88","-0.94"
"295000","RISE 국채선물10년","53040","-395","-0.74","53058.14","53500","53570","53040","3602","191281365","10395840000","10505512222","196000","10년국채선물지수","1180.91","-8.04","-0.68"
"295020","RISE 국채선물10년인버스","57320","375","0.66","57344.19","56810","57320","56745","526061","30118040306","58695680000","58720454850","1024000","10년국채선물지수","1180.91","-8.04","-0.68"
"432600","RISE 국채선물3년","54950","-175","-0.32","54982.35","55115","55115","54950","4","219985","30552200000","30570185688","556000","국채선물지수","1217.92","-2.90","-0.24"
"397420","RISE 국채선물5년추종","50850","-240","-0.47","50882.33","51100","51100","50850","316","16139375","5186700000","5189997794","102000","5년 국채선물 추종 지수","994.57","-3.69","-0.37"
"0114X0","RISE 글로벌게임테크TOP3Plus","9125","-5","-0.05","9077.51","9235","9235","9045","790","7204926","8212500000","8169761818","900000","Solactive-KEDI 글로벌 게임 테크 TOP3 플러스 지수","5159.39","24.62","0.48"
"437370","RISE 글로벌농업경제","10385","230","2.26","10390.56","10305","10400","10305","1527","15852645","6231000000","6234334874","600000","MVIS Global Agribusiness Index(Price Return)","3129.93","29.84","0.96"
"375270","RISE 글로벌데이터센터리츠(합성)","13850","20","0.14","13840.21","13790","13875","13745","10849","149821140","9695000000","9688144179","700000","Kelly Data Center & Tech Infrastructure Net Total Return Index","1682.66","4.91","0.29"
"475380","RISE 글로벌리얼티인컴","10645","70","0.66","10698.71","10575","10665","10575","26936","286777396","31402750000","31026245156","2950000","Solactive Global Realty Income Index(Price Return)","2961.07","30.25","1.03"
"476310","RISE 글로벌비만산업TOP2+","10645","-135","-1.25","10794.57","10780","10780","10585","4412","46911834","5854750000","5937012082","550000","KEDI 글로벌 비만 산업 Top2+ 지수(Price Return)","3729.85","-88.68","-2.32"
"417450","RISE 글로벌수소경제","12915","-110","-0.84","12933.74","12805","13070","12805","16617","214641488","21309750000","20693988377","1650000","Indxx Hydrogen Economy Index (PR)","2863.96","-9.26","-0.32"
"442320","RISE 글로벌원자력","42425","20","0.05","42467.56","42505","42510","42080","154214","6522093492","420007500000","418305493482","9900000","iSelect 글로벌원자력 지수(시장가격)","6101.03","89.49","1.49"
"461490","RISE 글로벌자산배분액티브","14905","-50","-0.33","14892.94","14895","14930","14860","545251","8122321267","386039500000","386471873766","25900000","Bloomberg Multi-Asset Weighted (KRW ETFs) 지수(시장가격)","2057.82","-11.70","-0.57"
"459750","RISE 글로벌주식분산액티브","17265","-85","-0.49","17244.46","17215","17285","17145","24641","424590855","28487250000","28453353206","1650000","Bloomberg Global Equity Market Weighted Index(Price Return)","2393.25","2.66","0.11"
"399580","RISE 글로벌클린에너지","9535","-125","-1.29","9606.87","9665","9695","9525","7637","72883375","9535000000","9606868428","1000000","S&P Global Clean Energy Transition Index (Price Return)","1118.35","7.57","0.68"
"276650","RISE 글로벌테크놀로지(합성 H)","38795","-395","-1.01","38896.24","38830","38975","38690","2034","78957210","29096250000","29172180157","750000","S&P Global 1200 Information Technology and Interactive Media & Services(PR)","4143.29","12.75","0.31"
"336160","RISE 금융채액티브","102165","-235","-0.23","102179.49","102450","102450","102150","75","7671485","41887650000","41893592056","410000","KIS 종합채권금융채 2.5Y-3Y 지수 (총수익)","139.92","-0.28","-0.20"
"326230","RISE 내수주플러스","10690","15","0.14","10725.22","10670","10755","10670","15416","164650715","25869800000","25526034817","2420000","FnGuide 내수주플러스 지수","1473.27","5.48","0.37"
"367760","RISE 네트워크인프라","25330","370","1.48","25370.30","24815","25330","24615","282623","7054836661","96254000000","101481214302","3800000","FnGuide 네트워크 인프라 지수","3511.15","65.15","1.89"
"272560","RISE 단기국공채액티브","113285","-15","-0.01","113254.48","113315","113320","113270","6572","744522765","189978945000","187889190456","1677000","KIS 종합채권국공채3M~1.5Y지수","138.76","-0.02","-0.01"
"385550","RISE 단기채권알파액티브","112280","0","0.00","112254.38","112310","112310","112280","5793","650531290","269696560000","269522776263","2402000","KIS 단기채권알파지수(AA-이상)(총수익지수)","126.98","-0.01","-0.01"
"196230","RISE 단기통안채","115310","25","0.02","115282.02","115295","115310","115295","5412","624006840","241459140000","211196667676","2094000","KIS 통안채 5개월 지수(총수익)","13080.41","0.20","0.00"
"0061Z0","RISE 단기특수은행채액티브","50125","10","0.02","50115.34","50130","50130","50120","4963","248758165","1280794000000","1280547092400","25552000","KAP 단기 특수은행채 지수(시장가격)","115.26","0.01","0.01"
"315960","RISE 대형고배당10TR","46435","810","1.78","46344.40","45250","46435","45020","157192","7177641074","188061750000","187694813002","4050000","WISE 대형고배당10 TR 지수","5449.13","91.61","1.71"
"0138D0","RISE 동학개미","12645","305","2.47","12618.42","12500","12645","12420","359525","4501781773","8851500000","8832897129","700000","FnGuide 동학개미 지수","4352.80","93.19","2.19"
"455890","RISE 머니마켓액티브","54405","15","0.03","54396.32","54405","54405","54400","222267","12091811260","2177396910000","2198046648593","40022000","KIS 시가평가 MMF 지수 (총수익지수)","119.31","0.01","0.01"
"401170","RISE 메타버스","7650","-30","-0.39","7646.91","7595","7705","7595","46073","352012889","104499000000","103997916845","13660000","iSelect 메타버스 지수(시장가격지수)","1602.15","-2.74","-0.17"
"481340","RISE 미국30년국채액티브","10030","35","0.35","10024.89","10010","10050","10010","49845","500116212","30591500000","30575926012","3050000","Bloomberg U.S Treasury 20+ Year Total Return Index","597.27","-0.08","-0.01"
"472870","RISE 미국30년국채엔화노출(합성 H)","8080","45","0.56","8034.73","8070","8095","8065","580029","4686532358","366832000000","364776574700","45400000","KIS 미국채30년 엔화노출 지수(USD/JPY 헤지)(총수익지수)","7260.17","44.61","0.62"
"472830","RISE 미국30년국채커버드콜(합성)","9350","15","0.16","9343.19","9330","9370","9330","66989","626477270","60775000000","60730711832","6500000","Bloomberg U.S. Treasury 20+ Year (TLT) 2% OTM Covered Call Index(TR)","965.25","-0.01","0.00"
"485690","RISE 미국AI밸류체인TOP3Plus","17805","-265","-1.47","17700.87","17675","17805","17560","150176","2654854653","90805500000","88504336578","5100000","KEDI 미국 AI 밸류체인 TOP3 Plus 지수(Price Return)","7570.47","40.30","0.54"
"490590","RISE 미국AI밸류체인데일리고정커버드콜","13340","-230","-1.69","13284.95","13250","13345","13235","1331964","17674373124","498249000000","484236468867","37350000","KEDI 미국 AI밸류체인 90%참여+데일리옵션 프리미엄 지수(TR)","8437.18","44.99","0.54"
"0127R0","RISE 미국AI클라우드인프라","11855","-150","-1.25","11805.90","12000","12000","11685","26684","313517138","11855000000","11805900375","1000000","Akros 미국 AI 클라우드 인프라 지수(Price Return)","8984.01","174.03","1.98"
"495940","RISE 미국AI테크액티브","14040","-160","-1.13","14101.50","14040","14040","13915","7787","108835312","35100000000","35253746265","2500000","Solactive US AI Tech Active Index PR","6513.48","34.67","0.54"
"379780","RISE 미국S&P500","22065","-150","-0.68","22022.15","21945","22080","21925","510288","11229608229","1429812000000","1424833113965","64800000","S&P 500","6944.47","17.87","0.26"
"453330","RISE 미국S&P500(H)","16535","-30","-0.18","16507.99","16510","16535","16475","33237","548321405","87635500000","87492366460","5300000","S&P 500","6944.47","17.87","0.26"
"0138T0","RISE 미국S&P500데일리고정커버드콜","10025","-80","-0.79","10032.11","9990","10055","9990","307146","3076479331","30075000000","30096318507","3000000","S&P500 10% Daily Fixed Covered Call Index","346.73","0.92","0.27"
"0005C0","RISE 미국S&P500엔화노출(합성 H)","11100","-45","-0.40","11090.69","11400","11400","11035","518","5742285","8880000000","8872550539","800000","S&P500 Yen Hedged Index(PR)","2900.93","7.19","0.25"
"460660","RISE 미국S&P배당킹","11820","120","1.03","11845.55","11740","11880","11740","11803","139361680","17139000000","17176052266","1450000","S&P Dividend Monarchs Index(Price Return)","1268.36","7.26","0.58"
"219390","RISE 미국S&P원유생산기업(합성 H)","5810","95","1.66","5887.78","5770","5820","5765","74238","429469953","15977500000","16191383645","2750000","S&P Oil & Gas Exploration & Production Select Industry Index(PR)","5027.00","-63.29","-1.24"
"0115C0","RISE 미국고배당다우존스TOP10","11095","70","0.63","11104.60","11035","11110","11025","11813","130878940","14978250000","14991215384","1350000","Dow Jones U.S. High Dividend 10 Index","3890.34","-20.64","-0.53"
"354240","RISE 미국고정배당우선증권","11760","85","0.73","11701.07","11605","11765","11605","8966","104661425","14700000000","14626339530","1250000","ICE BofAML Core Plus Fixed Rate Preferred Securities Index(PR)","78.74","0.36","0.46"
"368590","RISE 미국나스닥100","27695","-300","-1.07","27618.76","27520","27730","27500","328703","9074084450","1304434500000","1292557938320","47100000","NASDAQ 100","25547.08","81.14","0.32"
"437350","RISE 미국단기투자등급회사채액티브","12880","-55","-0.43","12878.87","12850","12910","12850","19788","254946950","28980000000","28977464448","2250000","Bloomberg US Corporate 1-5 Years Total Return Index","267.25","-0.22","-0.08"
"455960","RISE 미국달러SOFR금리액티브(합성)","12555","-80","-0.63","12597.35","12555","12590","12510","2076","26042290","54614250000","54798473066","4350000","KAP SOFR 지수","122.83","0.01","0.01"
"469530","RISE 미국달러선물인버스","8825","10","0.11","8858.42","8860","8875","8820","2665","23607820","5648000000","5669388082","640000","미국달러선물지수","1640.20","-4.42","-0.27"
"469060","RISE 미국반도체NYSE","23815","110","0.46","23484.62","23495","23815","23380","17373","409406550","26196500000","25833083367","1100000","NYSE Semicondoctor Index(Price Return)","1724.14","28.55","1.68"
"469050","RISE 미국반도체NYSE(H)","20715","240","1.17","20394.36","20415","20715","20270","39938","821780817","21750750000","20394360544","1050000","NYSE Semicondoctor Index(Price Return)","1724.14","28.55","1.68"
"491630","RISE 미국반도체인버스(합성 H)","10530","60","0.57","10534.20","10485","10590","10485","690","7301885","4738500000","4740390318","450000","NYSE Semicondoctor Index(Price Return)","1724.14","28.55","1.68"
"490600","RISE 미국배당100데일리고정커버드콜","9140","105","1.16","9175.15","9050","9145","9050","295856","2697676810","114707000000","114689372966","12550000","KEDI 미국 배당100 90%참여+데일리옵션 프리미엄 지수(총수익지수)","2251.83","4.24","0.19"
"0018Z0","RISE 미국양자컴퓨팅","17275","90","0.52","17322.72","17295","17295","17160","11780","202761337","17275000000","17322718381","1000000","Solactive US Quantum Computing Technology Index PR","6471.60","-72.20","-1.10"
"0013P0","RISE 미국은행TOP10","12195","-300","-2.40","12190.22","12130","12220","12130","67661","823697300","17073000000","17066301553","1400000","KEDI 미국 은행 TOP10 지수","2565.37","37.38","1.48"
"267440","RISE 미국장기국채선물(H)","8495","40","0.47","8496.66","8455","8500","8455","996","8458785","6796000000","6797327622","800000","S&P U.S. Treasury Bond Futures Excess Return Index","211.19","0.00","0.00"
"267490","RISE 미국장기국채선물레버리지(합성 H)","5700","55","0.97","5697.26","5700","5715","5700","422","2406220","5415000000","5412394237","950000","S&P U.S. Treasury Bond Futures Excess Return Index","211.19","0.00","0.00"
"267450","RISE 미국장기국채선물인버스(H)","10640","-30","-0.28","10639.15","10600","10650","10600","36","382160","5320000000","5319573209","500000","S&P U.S. Treasury Bond Futures Excess Return Index","211.19","0.00","0.00"
"0036Z0","RISE 미국천연가스밸류체인","11050","75","0.68","11084.45","10995","11125","10995","5489","60691560","11050000000","11084448227","1000000","Solactive US Natural Gas Value Chain Index PR","1588.14","-11.81","-0.74"
"491620","RISE 미국테크100데일리고정커버드콜","11125","-130","-1.16","11094.18","11105","11135","11065","1030390","11427214678","299818750000","290667392812","26950000","KEDI 미국 테크100 90%참여+데일리옵션 프리미엄 지수(TR)","4134.94","8.35","0.20"
"0036R0","RISE 미국휴머노이드로봇","17185","20","0.12","17084.80","17065","17185","16990","239987","4103419626","112561750000","109342711049","6550000","KEDI 미국 휴머노이드 로봇 지수(시장가격)","6580.51","2.21","0.03"
"0000Z0","RISE 바이오TOP10액티브","14920","130","0.88","14911.82","14870","15000","14715","227795","3387801462","38046000000","38770719740","2550000","KRX 바이오 TOP 10 지수","2888.63","28.74","1.00"
"446700","RISE 배터리 리사이클링","11365","270","2.43","11422.24","11130","11420","11125","21022","237091205","15456400000","15534250672","1360000","iSelect 배터리 리사이클링 지수","3012.60","79.81","2.72"
"475350","RISE 버크셔포트폴리오TOP10","14300","-15","-0.10","14230.45","14235","14310","14130","66129","942226898","74360000000","73998316609","5200000","Solactive Berkshire Portfolio Top10 Index(PR)","2859.48","-11.85","-0.41"
"388420","RISE 비메모리반도체액티브","17480","160","0.92","17516.68","17150","17480","17075","234094","4045204327","210459200000","210900818895","12040000","iSelect 비메모리반도체 지수(시장가격지수)","4667.27","86.23","1.88"
"448630","RISE 삼성그룹Top3채권혼합","12610","110","0.88","12580.05","12500","12612","12470","367572","4613833958","90792000000","90576324249","7200000","Bloomberg Blended Samsung Group Fixed Top 3 Equity and Korean Bond Index","2233.99","17.27","0.78"
"367770","RISE 수소경제테마","22005","335","1.55","21985.50","21800","22005","21640","212089","4633742776","136431000000","134111557649","6200000","FnGuide 수소 경제 테마 지수","2770.30","37.74","1.38"
"140570","RISE 수출주","20295","375","1.88","20361.24","19965","20300","19965","10147","204998195","8118000000","8144497401","400000","MKF 수출주 지수","20256.68","407.52","2.05"
"0093B0","RISE 엔비디아고정테크100","11585","-145","-1.24","11505.13","11505","11595","11390","8897","102120517","11585000000","11505134412","1000000","KEDI 엔비디아고정테크100 지수(PR)","8100.38","41.48","0.51"
"140580","RISE 우량업종대표주","20035","210","1.06","20097.38","19910","20035","19890","2589","51674325","12021000000","12058426644","600000","MKF 우량업종대표주 지수","20042.88","244.96","1.24"
"379790","RISE 유로스탁스50(H)","16395","-30","-0.18","16351.02","16260","16395","16255","15955","259689008","11476500000","11445713542","700000","EURO STOXX 50 Index","6041.14","36.09","0.60"
"498610","RISE 인도디지털성장","10310","-55","-0.53","10301.88","10290","10330","10200","2105","21591765","6186000000","6181126051","600000","MarketVector Digital India Index(INR)(Price Return)			","3918.71","-2.04","-0.05"
"488480","RISE 일본섹터TOP4Plus","13100","185","1.43","12852.17","12915","13145","12855","2514","32772260","8515000000","8353913125","650000","Solactive Japan Samurai Sector TOP4 Plus Index(PR)","2909.62","33.01","1.15"
"385540","RISE 종합채권(A-이상)액티브","106585","-440","-0.41","106603.29","107155","107200","106545","4335","462684309","1687347135000","1690621626031","15831000","KIS 종합채권 지수(A-이상)(총수익지수)","124.32","-0.43","-0.34"
"183710","RISE 주식혼합","65885","1255","1.94","65701.24","64910","65890","64910","80","5240855","13177000000","13140248506","200000","주식국채혼합(주식형)지수","2683.57","27.14","1.02"
"310080","RISE 중국MSCI China(H)","11070","-80","-0.72","11176.24","11150","11230","11030","4414","48893195","13837500000","13970295276","1250000","MSCI China Index(USD, Price Return)","86.56","-0.88","-1.01"
"463300","RISE 중국본토CSI300","13980","-125","-0.89","13966.80","13805","14065","13805","4132","57674940","39144000000","22346885938","2800000","CSI 300 Index","4751.43","9.50","0.20"
"174360","RISE 중국본토대형주CSI100","24790","-60","-0.24","24695.28","24825","24825","24495","17596","434509914","71891000000","54329616255","2900000","CSI A100","4654.37","26.35","0.57"
"136340","RISE 중기우량회사채","105990","-210","-0.20","105966.26","106245","106270","105955","915","97111815","122842410000","122814895531","1159000","KOBI 크레딧 지수(총수익)","16124.95","-32.20","-0.20"
"281990","RISE 중소형고배당","16570","220","1.35","16620.58","16375","16585","16375","9765","160716842","10770500000","10803378399","650000","FnGuide 중소형고배당포커스 지수","15978.81","229.97","1.46"
"272570","RISE 중장기국공채액티브","108795","-405","-0.37","108781.52","109250","109280","108700","3681","400449960","24478875000","24475842809","225000","KIS 종합채권국공채4~5Y지수","149.76","-0.50","-0.33"
"250730","RISE 차이나HSCEI(H)","10855","-105","-0.96","10941.84","10935","10935","10755","7428","80512200","20624500000","20789504895","1900000","Hang Seng China H","9266.86","-48.70","-0.52"
